URL,text
https://www.infomoney.com.br/mundo/brasil-ganha-suas-tres-primeiras-medalhas-em-paris-judoca-willian-lima-e-prata/,"Publicidade O Brasil conquistou neste domingo (28) suas três primeiras medalhas nos Jogos Olímpicos de Paris, com dois bronzes e uma prata. O judoca brasileiro Willian Lima, que competia na categoria até 66kg, ficou com a prata após ser derrotado na final pelo japonês Hifumi Abe, que repetiu o título e a medalha de ouro conquistados em Tóquio. Antes da final, Lima havia vencido nas eliminatórios o judoca Yondonperenlein Baskhüü, da Mongólia, e bateu na semifinal o cazaque Gusman Kyrgyzbayev, ao aplicar um waza-ari no adversário já na fase do golden score. Continua depois da publicidade Também no judô, Larissa Pimenta precisou passar pela repescagem para ganhar o bronze na categoria até 52kg, após bater a italiana Odette Giuffrida, atual campeã mundial, na disputa da medalha. No skate, aos 16 anos, a “fadinha” Rayssa Leal se tornou a brasileira mais jovem a subir ao pódio em edições diferentes das Olimpíadas. Com um somatório de 253,37 pontos, Rayssa ganhou a medalha de bronze no skate street dos Jogos de Paris. Ela já havia conquistado a prata em Tóquio 2020."
https://www.infomoney.com.br/business/falha-da-crowdstrike-lanca-foco-sobre-fragilidade-no-resultado-financeiro-da-empresa/,"Publicidade A   da   colocou seus números financeiros também em um indesejado foco, ao lado de problemas em seus produtos. Uma medida autodefinida que a gigante da cibersegurança chama de “receita anual recorrente” (ARR, na sigla em inglês), por exemplo, não coincide com o termo padrão usado em regras de contabilidade, mas está entre os maiores destaques dados pela empresa em seus resultados, o que também passou a ser visto com suspeita, após o apagão global causado pela empresa. O ARR é um termo de contabilidade não padrão usado por muitas companhias de software como serviço sem a definição comum para seu significado. Um exemplo simples seria um cliente com US$ 3 milhões, em um contrato de 3 anos. O ARR no ano um para este cliente seria de US$ 1 milhão. Continua depois da publicidade Algumas companhias de segurança cibernética dizem que usam o ARR para ajudar a determinar o pagamento dos executivos, mas não mostram um número para isso em seus balanços financeiros regulares. Algumas empresas dizem que o “A” da sigla significa “anualizado” em vez de “anual”. Outros, como a Crowdstrike, dizem que ele significa “anual”, mas então os definem como “anualizado”, enquanto alguns contam apenas contratos em vigor nesse ARR, enquanto outras em certas circunstâncias podem incluir alguns contratos já vencidos. A CrowdStrike diz que seu ARR é “o valor anualizado dos contratos de inscrição dos clientes, bem como a data medida, contando que qualquer contrato que vença durante os 12 meses seguintes seja renovado em seus termos existentes”. Isso pode ser um exagero, contando que a atualização fracassada tenha causado uma pane global em computadores, potencialmente levando muitos a repensar seus contratos existentes. Continua depois da publicidade Como seus concorrentes na segurança cibernética, a CrowdStrike não mostra os números para calcular o ARR, nem dá nenhum ajuste em qualquer número preparado em geral com o uso de princípios de contabilidade aceitos. No fim do ano fiscal encerrado em 31 de janeiro, o ARR estava em US$ 3,44 bilhões, enquanto a receita anual de fato era de US$ 3,06 bilhões. Outro aspecto curioso é que, caso o contrato de um cliente vença e os dois lados negociem uma renovação, a empresa diz que ainda conta com a receita em seu ARR, se a companhia estiver em discussão ativa com essa empresa para um novo contrato ou uma renovação, ou até que a organização notifique que não está renovando seu vínculo. Continua depois da publicidade Seja qual for sua utilidade para medir desempenho, o ARR tem sido bom para os principais executivos da Crowdstrike. É a principal métrica usada para seus bônus, segundo a empresa. A métrica parece agora, porém, questionável, sobretudo após o apagão global. O atual risco para os negócios futuros da empresa deve ser um lembrete aos acionistas de problemas de usar métricas alternativas, como o ARR."
https://www.infomoney.com.br/politica/lula-fara-balanco-de-sua-gestao-em-rede-nacional-neste-domingo/,"Publicidade O presidente Lula (PT) convocou uma rede nacional de rádio e TV para um pronunciamento às 20h30 deste domingo (28). A Folha de S. Paulo informa que ele fará um balanço dos primeiros 18 meses de governo, segundo assessores. No pronunciamento, que terá duração de sete minutos e foi gravado na sexta-feira (26), em Brasília, o presidente deve apresentar, entre outros pontos, números da economia, de políticas sociais e ambientais. Continua depois da publicidade Esse será o quarto pronunciamento em rádio e TV desde que Lula iniciou o seu terceiro mandato, em janeiro de 2023. No mesmo período da gestão anterior, Jair Bolsonaro (PL) havia feito oito pronunciamentos em cadeia de rádio e TV."
https://www.infomoney.com.br/mundo/campanha-de-kamala-harris-arrecada-us-200-milhoes-em-uma-semana/,"Publicidade Washington (Reuters) – A campanha eleitoral da vice-presidente dos Estados Unidos, Kamala Harris, informou neste domingo (28) que arrecadou US$ 200 milhões e inscreveu 170.000 novos voluntários na semana desde que ela se tornou a candidata presidencial do Partido Democrata. O presidente norte-americano, Joe Biden, encerrou sua candidatura à reeleição no domingo da semana passada e endossou Kamala Harris para a votação de 5 de novembro contra o ex-presidente republicano Donald Trump. “Na semana desde que começamos, @KamalaHarris arrecadou 200 milhões de dólares. 66% desse valor vem de novos doadores. Registramos 170.000 novos voluntários”, postou o vice-diretor de campanha de Kamala, Rob Flaherty, no  . Continua depois da publicidade Pesquisas da semana passada, inclusive uma da  , mostram Kamala Harris e Trump essencialmente empatados, preparando terreno para uma campanha acirrada nos 100 dias que faltam para a eleição. A campanha de Trump disse no início de julho que arrecadou US$ 331 milhões no segundo trimestre, superando os US$ 264 milhões que a campanha de Biden e seus aliados democratas arrecadaram no mesmo período.  A campanha de Trump tinha US$ 284,9 milhões em caixa no final de junho, enquanto a campanha democrata tinha US$ 240 milhões em caixa na época. Continua depois da publicidade Kamala Harris conseguiu o apoio da maioria dos delegados da Convenção Nacional Democrata, o que provavelmente garante que ela se tornará a indicada do partido para presidente no próximo mês."
https://www.infomoney.com.br/mundo/franca-investiga-ameacas-de-morte-contra-atletas-olimpicos-israelenses/,"Publicidade Paris (Reuters) – A polícia francesa abriu uma investigação sobre ameaças de morte contra três atletas israelenses nos Jogos Olímpicos de Paris, informou a promotoria de Paris no domingo (28). Autoridades de combate ao crime cibernético também estão investigando a divulgação de dados pessoais dos atletas nas redes sociais na sexta-feira e tentando removê-los, disseram os promotores. Continua depois da publicidade O ministro das Relações Exteriores de Israel alertou seu colega francês na quinta-feira sobre uma possível conspiração apoiada pelo Irã para atingir atletas e turistas israelenses durante os Jogos Olímpicos de Paris. Os atletas israelenses nos Jogos estão sendo escoltados para os eventos por unidades táticas de elite e recebem proteção 24 horas por dia durante os Jogos Olímpicos, segundo as autoridades. O serviço de segurança interna de Israel, Shin Bet, está ajudando na segurança."
https://www.infomoney.com.br/mundo/eleicao-na-venezuela-tem-grandes-filas-e-promessas-de-respeito-as-urnas/,"Publicidade As   com o registro de enormes filas, denúncias de assédio de eleitores e promessas de respeito ao resultado das urnas. Segundo os site de notícias locais, o período da manhã teve várias seções com enormes filas, por conta do número reduzido de funcionários em algumas regiões e até atrasos na chegada dos funcionários. Por conta disso, houve registro de algumas confusões, com empurrões e até prisões de alguns eleitores mais exaltados. Segundo o diário  , nas primeiras horas da manhã um grupo de motociclistas disparou tiros para o ar enquanto passava por uma fila de eleitores em El Palotal, na região de Táchira.   Continua depois da publicidade O comando de campanha do principal candidato presidencial de oposição, Edmundo González Urrutia, denunciou domingo que alguns de seus fiscais  eleitorais tiveram acesso negado aos centros de votação. A grande preocupação é sobre o respeito ao resultado das urnas. Neste domingo, o secretário de Estado dos Estados Unidos, Antony Blinken, pediu respeito ao processo democrático. “O povo venezuelano merece uma eleição que realmente reflita sua vontade”, disse Blinken em uma coletiva de imprensa no Japão, pedindo “a todas as partes que honrem seus compromissos e respeitem o processo democrático” e alertando que “a comunidade internacional acompanhará muito de perto” as eleições. Continua depois da publicidade O oposicionista González Hoje, comentou que o que se via hoje na Venezuela eram “filas de alegria e esperança”. “Hoje começa o dia da reconciliação para todos os venezuelanos. O espírito democrático dos venezuelanos está mais vivo do que nunca. Confiamos que as Forças Armadas respeitarão a decisão de nosso povo”, disse à imprensa. Segundo o primeiro vice-presidente do governista Partido Socialista Unido da Venezuela (PSUV), Diosdado Cabello, o chavismo reconhecerá os resultados caso Maduro perca as eleições. “Esse é o jogo democrático. (…) Aquele que vence é reconhecido. Agora, é bom perguntar isso aos setores da oposição, que neste momento ainda não disseram que vão reconhecer (…). Continua depois da publicidade Numa mensagem de áudio, Maduro agradeceu às equipes pelo excelente desempenho e disse que elas continuam “trabalhando para que o processo continue bem e o dia continue lindo, que ninguém manche o processo eleitoral da Venezuela com nenhum show”. “Não quero manchas. Nem daqui, nem de fora do país, o povo está calmo em paz e devemos respeitá-lo”, disse."
https://www.infomoney.com.br/business/os-20-atletas-mais-bem-pagos-de-paris-2024-e-o-lider-da-lista-nao-esta-na-nba/,"Publicidade A primeira edição dos   da era moderna aconteceu em 1896 como uma forma de celebrar o esporte amador, a ponto de atletas profissionais serem proibidos de participarem das competições até o final do século 20. O barão Pierre de Coubertin, idealizador da versão atual dos jogos, achava que os profissionais tinham uma vantagem injusta sobre os outros competidores. Mas os tempos mudaram. E o esporte também. Nesta época em que a Olimpíada virou um  que envolve cifras bilionárias, os Jogos Olímpicos de Paris terão 20 atletas que faturaram pelo menos mais de US$ 35 milhões (cerca de R$ 200 milhões) no último ano, ganhando com salários, bonificações, prêmios e patrocínios. Os números foram reunidos pelo site  .  Continua depois da publicidade O golfista espanhol Jon Rahm é o atleta olímpico de Paris-2024 que mais faturou nos últimos 12 meses: US$ 210 milhões, graças ao generoso bônus que recebeu para disputar o LIV Golf, campeonato promovido pelo fundo soberano da Arábia Saudita. Na segunda posição está LeBron James, super estrela da NBA, que faturou US$ 127,7 milhões. US$ 80 milhões vieram apenas de patrocínios, a maior marca entre os atletas das Olimpíadas.  Em seguida, vêm outros sete craques da NBA, como Stephen Curry e Giannis Antetokounmpo, e mais três golfistas.  Continua depois da publicidade O primeiro atleta fora do basquete e do golfe a aparecer na lista dos 20 atletas olímpicos mais bem pagos é o tenista espanhol Carlos Alcaraz, que faturou US$ 45 milhões no último ano. O outro tenista do top 20 é o sérvio Novak Djokovic. Nenhuma atleta feminina está na lista dos 20. A mulher mais bem paga dos Jogos Olímpicos de Paris-2024 é a tenista americana Coco Gauff, que foi porta-bandeira dos EUA na cerimônia de abertura ao lado de LeBron. Gauff faturou US$ 25,6 milhões nos últimos 12 meses. Confira a lista dos 20 atletas mais bem pagos de Paris-2024: Continua depois da publicidade 1 –   (golfe – Espanha) US$ 210 mi 2 –  (basquete – EUA) US$ 127.7 mi 3 –   (basquete – EUA) US$ 101.9 mi Continua depois da publicidade 4 –   (basquete – Grécia) US$ 100.8 mi 5 –   (basquete – EUA) US$ 89.7 mi 6 –   (golfe – Irlanda) US$ 77.9 mi 7 –   (golfe – EUA) US$ 62.6 mi 8 –   (basquete – EUA) US$ 57.7 mi 9 –  c (basquete – Sérvia) US$ 54.7 mi 10 –   (basquete – EUA) US$ 48.1 mi 11 –   (basquete – EUA) US$ 46.7 mi 12 –   (golfe – Noruega) US$ 45.9 mi 13 –   (tênis – Espanha) US$ 45 mi 14 –   (basquete – EUA) US$ 43.5 mi 15 –   (basquete – França) US$ 42.7 mi 16 –   (basquete – Canadá) US$ 42.4 mi 17 –   (basquete – EUA) US$ 41.4 mi 18 –   (tênis – Sérvia) US$ 38.7 mi 19 –  (golfe – EUA) US$ 36.2 mi  20 –   (basquete – Canadá) US$ 36 mi"
https://www.infomoney.com.br/mundo/parodia-de-a-ultima-ceia-nao-quis-desrespeitar-diz-comite-organizador-de-paris/,"Publicidade Paris (Reuters) – Os organizadores das Olimpíadas de Paris 2024 pediram desculpas neste domingo (28) aos católicos e a outros grupos cristãos que mostraram irritação com uma esquete na cerimônia de abertura dos Jogos Olímpicos parodiando a famosa pintura “A Última Ceia” de Leonardo Da Vinci. A cena, que fazia menção ao quadro bíblico de Jesus Cristo e seus apóstolos compartilhando uma última refeição antes da crucificação e apresentou drag queens, uma modelo transgênero e um cantor nu maquiado como se fosse o deus grego do vinho Dionísio, causou consternação na Igreja Católica e na direita religiosa dos Estados Unidos.   Continua depois da publicidade “Claramente, nunca houve a intenção de mostrar desrespeito a nenhum grupo religioso. (A cerimônia de abertura) tentou celebrar a tolerância na sociedade”, disse a porta-voz de Paris 2024 Anne Descamps em entrevista coletiva. “Acreditamos que essa ambição foi alcançada. Se as pessoas se ofenderam, lamentamos muito.” A França, embora orgulhosa de sua rica herança católica, também tem uma longa tradição de secularismo e anticlericalismo. A blasfêmia não é apenas legal, mas também considerada por muitos como um pilar essencial da liberdade de expressão.  Continua depois da publicidade Os apoiadores do quadro elogiaram sua mensagem de inclusão e tolerância. A Igreja Católica na França disse ter lamentado uma cerimônia que “incluiu cenas de escárnio e zombaria em relação ao cristianismo”. Alguns atletas franceses tiveram problemas para dormir por causa das consequências da esquete controversa, disse o monsenhor Emmanuel Gobilliard, delegado dos bispos da França para os Jogos. Continua depois da publicidade O arcebispo Charles Scicluna, a mais alta autoridade católica em Malta e nome de alto escalão do poderoso escritório doutrinário do Vaticano, disse ter contatado o embaixador da França em Malta para reclamar sobre o “insulto gratuito”. Em uma mensagem ao embaixador compartilhada no  , ele escreveu: “Gostaria de expressar minha angústia e grande decepção com o insulto a nós, cristãos, durante a cerimônia de abertura… quando um grupo de artistas drag parodiou a Última Ceia de Jesus”. Algumas pessoas disseram que a controvérsia foi outro exemplo das guerras culturais do século 21 turbinadas pelas mídias sociais e pela mídia. Continua depois da publicidade Thomas Jolly, diretor artístico e a cabeça por trás da extravagante cerimônia de abertura, afirmou que a subversão religiosa nunca foi sua intenção. “Queríamos falar sobre diversidade. Diversidade significa estar juntos. Queríamos incluir todos, simples assim”, disse ele aos repórteres no sábado."
https://www.infomoney.com.br/politica/lula-diz-que-em-seu-governo-o-brasil-se-reencontrou-com-a-civilizacao/,"Publicidade O presidente Luiz Inácio Lula da Silva disse neste domingo (28) que, em seu governo, “o Brasil se reencontrou com a civilização”. Em pronunciamento de rádio e TV em rede nacional para fazer um balanço de seu um ano e meio de mandato, Lula fez comparações com a gestão anterior, de Jair Bolsonaro, sem citar o nome do ex-presidente, e listou avanços na economia, comércio exterior e cidadania. Lula também aproveitou para afirmar que tem compromisso com a responsabilidade fiscal, comentando que aprendeu com sua mãe, Dona Lindu, a não gastar mais do que ganha.   Continua depois da publicidade “Acabamos de completar uma ano e meio de governo, graças a Deus e à confiança do povo, que nos ajudou a derrotar a tentativa de gole de 8 de janeiro. A democracia venceu”, disse Lula no início de sua declaração. Na sua “prestação de contas a cada família brasileira”, Lula comparou o final de seu segundo governo, quando a “a economia crescia a 7,5%” e os salários e a renda aumentavam, com a “enorme destruição” do país que se seguiu. Ele citou o abandono de programas como a Farmácia Popular e do Minha Casa Minha Vida e disse que “espalharam armas ao invés de empregos” e que deixaram “ a maior taxa de juros do planeta”. “O Brasil era um país em ruínas”, afirmou. Continua depois da publicidade Ao listar a “reconstrução”, para “cobrir o rombo bilionário deixado pelo governo anterior”, Lula citou que a economia cresceu quase 3% no ano passado e que vai continuar a crescer. O presidente listou ainda entre as conquistas de seu governo a igualdade salarial entre homens e mulheres, a criação de 2,7 milhões de emprego e disse que 24 milhões ficaram livres do pesadelo da fome. Lula disse ainda que seu governo lançou o maior Plano Safra da história e que o PAC retomou os grandes investimentos em infraestrutura. “A Petrobras está produzindo mais e importando menos”, completou. Segundo ele, a Reforma Tributária vai descomplicar a economia e reduzir os preços de produtos essenciais, como a carne. Continua depois da publicidade Lula citou ainda o retorno da “diplomacia ativa e altiva”, destacando a volta do protagonismo em grandes ambientes de discussão, como a cúpula do G-20, em novembro, a reunião dos BRICs no ano que vem e a COP-30, que será realizada em Belém.  “O Brasil recuperou seu protagonismo no cenário mundial. O Brasil voltou ao mundo e o mundo agora vai passar pelo Brasil”. O presidente aproveitou para defender o projeto brasileiro de taxação dos super ricos para o combate à fome em nível global. “O que falta ao mundo é paz, solidariedade e humanismo. Estamos prontos para dar o exemplo de que no Brasil a inclusão social, a fraternidade, o respeito e o amor são capazes de vencer o ódio.”"
https://www.infomoney.com.br/mercados/ibovespa-petr4-vale3-bitcoin-analise-tecnica-cohen-28072024/,"Publicidade O Ibovespa, apesar de uma semana passada de oscilações, registrou alta de 1,22% na sexta-feira, sugerindo um potencial de recuperação. A Petrobras ( ) manteve-se estável, variando dentro de uma faixa estreita, apesar da queda nos preços do petróleo. Já a Vale ( ) testou suportes importantes e mostrou um comportamento neutro, sem viés claro de alta ou baixa. Enquanto isso, na última semana, o Bitcoin oscilou fortemente, mas fechou com uma leve queda de 1%. As avaliações são de Rodrigo Cohen, embaixador da XP Investimentos. Ele trará todos os detalhes e análises de Ibovespa, Vale, Petrobras, Bitcoin, entre outros ativos, para próxima semana,  Continua depois da publicidade Confira, a seguir, as análises completas: Rodrigo Cohen, embaixador da XP, analisou a recente performance do Ibovespa e destacou sinais de recuperação. “O Ibovespa teve uma semana de queda”, disse Cohen, mas enfatizou que na sexta-feira o índice registrou um incomum candle de alta de 1,22%. “Não é uma coisa muito comum depois de um cenário de queda tão grande”, observou. Cohen mencionou a influência de indicadores econômicos internos, especialmente os esforços do governo para conter gastos. “Isso já foi amplamente anunciado, com o governo fazendo uma propaganda maciça em relação a isso. Então, isso é forte para a bolsa se animar”, afirmou. Continua depois da publicidade No cenário internacional, Cohen destacou que a bolsa de apostas da CME de Chicago indicou 100% de chances de uma redução nos juros americanos em setembro. “Isso com certeza favorece muito o mundo”, comentou. Em termos técnicos, o analista explicou que o Ibovespa fez um suporte significativo nos 125.875 pontos, após testar a máxima na casa dos 129.130 pontos. “Agora, o Ibovespa pode engatar fluxo de alta, fazendo um pivô, e engrenar uma alta bem forte para buscar os 134.390 pontos, que é o meu próximo objetivo. Esse nível foi uma das máximas históricas, quando o índice bateu em dezembro de 2023”, concluiu Cohen. Continua depois da publicidade Cohen analisou o desempenho da Petrobras, destacando uma negociação lateral das ações da companhia. “Nesta semana, a Petrobras caiu 2,4%, uma queda muito menor do que a do petróleo, fruto da mudança da política de preços dos combustíveis”, afirmou Cohen. Ele explicou que os preços das ações atualmente não estão tão atrelados ao preço do petróleo como antes, o que evitou uma queda maior. Cohen observou que a Petrobras já está há quase cinco semanas no mesmo intervalo de preços, variando dentro de uma faixa de 4%. “Então, se nesta semana desceu, a expectativa é que na próxima suba, para poder buscar R$ 38,90, que foi a última máxima que ela fez na semana do dia 1º de julho”, acrescentou. O analista concluiu com uma análise cautelosa sobre o futuro da Petrobras. “Vamos ver como o mercado se comporta em relação às próximas notícias, mas a princípio é realmente difícil prever um futuro para a Petrobras. A princípio, a tendência ainda é de alta”, afirmou Cohen. Continua depois da publicidade Tudo o que o investidor precisa saber antes de operar na semana A safra de resultados começou em 16 de julho, com a divulgação do resultado da Romi, e ganha força nos próximos dias Em relação Vale, Cohen compartilhou sua análise, destacando que a empresa testou um suporte importante recentemente. “Vale testou um fundo bem importante, que foi onde está essa linha vermelha (região de R$ 60,00), onde marcou as últimas cotações mais baixas das últimas semanas, começando na primeira semana de junho”, explicou Cohen. Ele observou que a ação tem mostrado um comportamento repetitivo de subir e descer, com a mínima desta semana atingindo R$ 60,00 e fechando em R$ 61,47. Cohen ressaltou que, atualmente, a Vale não apresenta um viés claro, refletindo o comportamento do minério de ferro. “O gráfico da Vale está bem parecido com o gráfico do minério, por enquanto sem muita disposição para poder mostrar uma alta”, afirmou. Na última sessão, a Vale fechou com um candle de indecisão (Doji) no gráfico diário, indicando falta de direção clara. “Vale está sem tendência, não está em tendência de baixa, não está caindo, mas também não está subindo”, disse Cohen. Ele concluiu sua análise com uma perspectiva de cautela: “Vamos esperar ver o que a Vale traz para a gente na próxima semana, se vai trazer algum indicador novo, mas a princípio não tem nenhuma entrada interessante em Vale”. Por fim, o analista comentou sobre as recentes oscilações do Bitcoin. Segundo ele, na última semana, a criptomoeda chegou a cair quase 7%, mas se recuperou nos últimos dois dias e fechou a semana com uma queda de pouco mais de 1% no mercado internacional. Ele também destacou a performance do Bitcoin no Brasil, que é influenciada pela cotação do real em relação ao dólar. “No Brasil, o Bitcoin seguiu testando a máxima histórica, considerando o preço da criptomoeda que está muito próximo das máximas históricas e o valor do dólar. O Bitcoin aqui bateu mais de 380 mil reais, atingindo sua máxima histórica, e a expectativa é que continue subindo”, afirmou. Cohen enfatizou a importância dos debates eleitorais nos Estados Unidos para o futuro das criptomoedas. “Vamos esperar os debates eleitorais nos Estados Unidos, pois, como se sabe, a candidata Kamala Harris é totalmente avessa às criptomoedas. O Biden já falou, e ela também já declarou, que criptomoeda é coisa de criminoso. Por outro lado, Trump é muito adepto às criptos. Então é necessário aguardar. Dependendo de quem estiver na frente, isso pode ajudar muito o cenário das criptos”, explicou Cohen. Em relação à perspectiva gráfica do Bitcoin, Cohen observou que a expectativa é que a criptomoeda continue buscando sua máxima histórica na próxima semana. Caso não consiga, ele acredita que essa busca pode se estender pelas próximas semanas. Há mais de 10 anos no mercado, Rafael Perretti aprendeu desde cedo que gerenciamento de risco e disciplina são a chave do sucesso no trade; maior perda foi de R$ 11 mil, logo no começo da carreira No programa que começa às 19h, o analista fala ainda sobre minicontratos de dólar e índice, bem como os futuros de bitcoin. Trader saiu do mundo corporativo após enfrentar problema de saúde e passou a operar no mercado financeiro em tempo integral ."
